class_id,species,folder,count,status,file
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_257728.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_257729.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_264427.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_265274.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_265387.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_274950.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_276858.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_285278.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_327560.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_327580.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_351554.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_355948.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_355949.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_372870.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_373385.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_400201.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_400202.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_412415.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_432965.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_488257.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_502320.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_540088.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_568726.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_578759.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_618484.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_623954.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_678375.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_678376.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_678377.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_726598.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_767445.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_767470.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_767471.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_7736.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_797323.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_809650.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_828081.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_955149.mp3
4,Groove billed Ani,004.Groove_billed_Ani,50,OK,Groove_billed_Ani_956278.mp3
5,Crested Auklet,005.Crested_Auklet,4,LOW,Crested_Auklet_105158.mp3
5,Crested Auklet,005.Crested_Auklet,4,LOW,Crested_Auklet_106003.mp3
5,Crested Auklet,005.Crested_Auklet,4,LOW,Crested_Auklet_106006.mp3
5,Crested Auklet,005.Crested_Auklet,4,LOW,Crested_Auklet_106007.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_101451.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_101453.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_104583.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_105222.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_106001.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_106002.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_352907.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_352908.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_352912.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_353693.mp3
6,Least Auklet,006.Least_Auklet,11,OK,Least_Auklet_416069.mp3
7,Parakeet Auklet,007.Parakeet_Auklet,6,OK,Parakeet_Auklet_101452.mp3
7,Parakeet Auklet,007.Parakeet_Auklet,6,OK,Parakeet_Auklet_101454.mp3
7,Parakeet Auklet,007.Parakeet_Auklet,6,OK,Parakeet_Auklet_352906.mp3
7,Parakeet Auklet,007.Parakeet_Auklet,6,OK,Parakeet_Auklet_352913.mp3
7,Parakeet Auklet,007.Parakeet_Auklet,6,OK,Parakeet_Auklet_352914.mp3
7,Parakeet Auklet,007.Parakeet_Auklet,6,OK,Parakeet_Auklet_860371.mp3
8,Rhinoceros Auklet,008.Rhinoceros_Auklet,1,LOW,Rhinoceros_Auklet_915711.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_1040465.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_104520.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_104521.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_1078018.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_139598.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_14187.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_149345.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_159781.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_159782.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_160322.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_160351.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_167901.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_167902.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_167903.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_186652.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_186654.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_198286.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_205758.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_286863.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_30587.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_312529.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_319246.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_325225.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_33225.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_350052.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_352025.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_352292.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_356752.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_356754.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_358844.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_35959.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_363344.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_377880.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_384954.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_408279.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_408607.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_408608.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_481215.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_482018.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_482279.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_54884.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_611821.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_661692.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_691791.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_714444.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_749022.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_749858.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_764039.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_817983.mp3
9,Brewer Blackbird,009.Brewer_Blackbird,50,OK,Brewer_Blackbird_82046.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1004470.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1006768.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1006769.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012439.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012440.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012668.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012669.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012670.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012766.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012767.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012920.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012921.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1012922.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1013047.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1013222.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1013359.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1013360.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1013361.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1013363.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1014476.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1017865.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1021374.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1021377.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1021388.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1021390.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1029613.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1029618.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1033286.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1063253.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1065859.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1072202.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_1073577.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_860970.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_872175.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_872180.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_883118.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_893204.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_897170.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_899559.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_899561.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_900779.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_900782.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_902490.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_904805.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_908400.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_924016.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_957293.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_989810.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_992454.mp3
10,Red winged Blackbird,010.Red_winged_Blackbird,50,OK,Red_winged_Blackbird_992455.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_131958.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_135149.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_170057.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_170058.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_172828.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_172830.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_172831.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_172833.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_172834.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_172839.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_203706.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_203707.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_203708.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_222850.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_252400.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_312438.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_312707.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_356451.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_356452.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_361340.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_364388.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_385833.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_404413.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_408356.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_444169.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_461655.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_468246.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_511803.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_530867.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_544790.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_548702.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_548711.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_549771.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_55061.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_55063.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_552108.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_599847.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_63365.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_638310.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_682348.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_691892.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_721774.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_793713.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_793957.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_793958.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_79524.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_79525.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_936861.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_979700.mp3
11,Rusty Blackbird,011.Rusty_Blackbird,50,OK,Rusty_Blackbird_988841.mp3
