file_path,class_id,species,xc_id,xc_url
002.Laysan_Albatross/Laysan_Albatross_118050.mp3,2,Laysan Albatross,118050,https://xeno-canto.org/118050
002.Laysan_Albatross/Laysan_Albatross_124314.mp3,2,Laysan Albatross,124314,https://xeno-canto.org/124314
002.Laysan_Albatross/Laysan_Albatross_118047.mp3,2,Laysan Albatross,118047,https://xeno-canto.org/118047
002.Laysan_Albatross/Laysan_Albatross_730153.mp3,2,Laysan Albatross,730153,https://xeno-canto.org/730153
002.Laysan_Albatross/Laysan_Albatross_120768.mp3,2,Laysan Albatross,120768,https://xeno-canto.org/120768
002.Laysan_Albatross/Laysan_Albatross_862222.mp3,2,Laysan Albatross,862222,https://xeno-canto.org/862222
002.Laysan_Albatross/Laysan_Albatross_862227.mp3,2,Laysan Albatross,862227,https://xeno-canto.org/862227
002.Laysan_Albatross/Laysan_Albatross_120779.mp3,2,Laysan Albatross,120779,https://xeno-canto.org/120779
002.Laysan_Albatross/Laysan_Albatross_120977.mp3,2,Laysan Albatross,120977,https://xeno-canto.org/120977
002.Laysan_Albatross/Laysan_Albatross_121871.mp3,2,Laysan Albatross,121871,https://xeno-canto.org/121871
002.Laysan_Albatross/Laysan_Albatross_120980.mp3,2,Laysan Albatross,120980,https://xeno-canto.org/120980
002.Laysan_Albatross/Laysan_Albatross_730150.mp3,2,Laysan Albatross,730150,https://xeno-canto.org/730150
002.Laysan_Albatross/Laysan_Albatross_120766.mp3,2,Laysan Albatross,120766,https://xeno-canto.org/120766
002.Laysan_Albatross/Laysan_Albatross_121645.mp3,2,Laysan Albatross,121645,https://xeno-canto.org/121645
002.Laysan_Albatross/Laysan_Albatross_121872.mp3,2,Laysan Albatross,121872,https://xeno-canto.org/121872
002.Laysan_Albatross/Laysan_Albatross_118048.mp3,2,Laysan Albatross,118048,https://xeno-canto.org/118048
002.Laysan_Albatross/Laysan_Albatross_120775.mp3,2,Laysan Albatross,120775,https://xeno-canto.org/120775
002.Laysan_Albatross/Laysan_Albatross_178537.mp3,2,Laysan Albatross,178537,https://xeno-canto.org/178537
002.Laysan_Albatross/Laysan_Albatross_123464.mp3,2,Laysan Albatross,123464,https://xeno-canto.org/123464
002.Laysan_Albatross/Laysan_Albatross_862248.mp3,2,Laysan Albatross,862248,https://xeno-canto.org/862248
002.Laysan_Albatross/Laysan_Albatross_118046.mp3,2,Laysan Albatross,118046,https://xeno-canto.org/118046
002.Laysan_Albatross/Laysan_Albatross_121757.mp3,2,Laysan Albatross,121757,https://xeno-canto.org/121757
002.Laysan_Albatross/Laysan_Albatross_120770.mp3,2,Laysan Albatross,120770,https://xeno-canto.org/120770
002.Laysan_Albatross/Laysan_Albatross_124315.mp3,2,Laysan Albatross,124315,https://xeno-canto.org/124315
002.Laysan_Albatross/Laysan_Albatross_124323.mp3,2,Laysan Albatross,124323,https://xeno-canto.org/124323
002.Laysan_Albatross/Laysan_Albatross_125316.mp3,2,Laysan Albatross,125316,https://xeno-canto.org/125316
002.Laysan_Albatross/Laysan_Albatross_120849.mp3,2,Laysan Albatross,120849,https://xeno-canto.org/120849
002.Laysan_Albatross/Laysan_Albatross_118049.mp3,2,Laysan Albatross,118049,https://xeno-canto.org/118049
002.Laysan_Albatross/Laysan_Albatross_124318.mp3,2,Laysan Albatross,124318,https://xeno-canto.org/124318
002.Laysan_Albatross/Laysan_Albatross_120778.mp3,2,Laysan Albatross,120778,https://xeno-canto.org/120778
002.Laysan_Albatross/Laysan_Albatross_178538.mp3,2,Laysan Albatross,178538,https://xeno-canto.org/178538
002.Laysan_Albatross/Laysan_Albatross_124316.mp3,2,Laysan Albatross,124316,https://xeno-canto.org/124316
002.Laysan_Albatross/Laysan_Albatross_120979.mp3,2,Laysan Albatross,120979,https://xeno-canto.org/120979
002.Laysan_Albatross/Laysan_Albatross_124322.mp3,2,Laysan Albatross,124322,https://xeno-canto.org/124322
002.Laysan_Albatross/Laysan_Albatross_124317.mp3,2,Laysan Albatross,124317,https://xeno-canto.org/124317
002.Laysan_Albatross/Laysan_Albatross_119603.mp3,2,Laysan Albatross,119603,https://xeno-canto.org/119603
004.Groove_billed_Ani/Groove_billed_Ani_207199.mp3,4,Groove billed Ani,207199,https://xeno-canto.org/207199
004.Groove_billed_Ani/Groove_billed_Ani_257729.mp3,4,Groove billed Ani,257729,https://xeno-canto.org/257729
004.Groove_billed_Ani/Groove_billed_Ani_955149.mp3,4,Groove billed Ani,955149,https://xeno-canto.org/955149
004.Groove_billed_Ani/Groove_billed_Ani_956278.mp3,4,Groove billed Ani,956278,https://xeno-canto.org/956278
004.Groove_billed_Ani/Groove_billed_Ani_809650.mp3,4,Groove billed Ani,809650,https://xeno-canto.org/809650
004.Groove_billed_Ani/Groove_billed_Ani_257727.mp3,4,Groove billed Ani,257727,https://xeno-canto.org/257727
004.Groove_billed_Ani/Groove_billed_Ani_540088.mp3,4,Groove billed Ani,540088,https://xeno-canto.org/540088
004.Groove_billed_Ani/Groove_billed_Ani_678376.mp3,4,Groove billed Ani,678376,https://xeno-canto.org/678376
004.Groove_billed_Ani/Groove_billed_Ani_578759.mp3,4,Groove billed Ani,578759,https://xeno-canto.org/578759
004.Groove_billed_Ani/Groove_billed_Ani_221795.mp3,4,Groove billed Ani,221795,https://xeno-canto.org/221795
004.Groove_billed_Ani/Groove_billed_Ani_355948.mp3,4,Groove billed Ani,355948,https://xeno-canto.org/355948
004.Groove_billed_Ani/Groove_billed_Ani_678375.mp3,4,Groove billed Ani,678375,https://xeno-canto.org/678375
004.Groove_billed_Ani/Groove_billed_Ani_400202.mp3,4,Groove billed Ani,400202,https://xeno-canto.org/400202
004.Groove_billed_Ani/Groove_billed_Ani_285278.mp3,4,Groove billed Ani,285278,https://xeno-canto.org/285278
004.Groove_billed_Ani/Groove_billed_Ani_432965.mp3,4,Groove billed Ani,432965,https://xeno-canto.org/432965
004.Groove_billed_Ani/Groove_billed_Ani_221794.mp3,4,Groove billed Ani,221794,https://xeno-canto.org/221794
004.Groove_billed_Ani/Groove_billed_Ani_250729.mp3,4,Groove billed Ani,250729,https://xeno-canto.org/250729
004.Groove_billed_Ani/Groove_billed_Ani_327580.mp3,4,Groove billed Ani,327580,https://xeno-canto.org/327580
004.Groove_billed_Ani/Groove_billed_Ani_767471.mp3,4,Groove billed Ani,767471,https://xeno-canto.org/767471
004.Groove_billed_Ani/Groove_billed_Ani_726598.mp3,4,Groove billed Ani,726598,https://xeno-canto.org/726598
004.Groove_billed_Ani/Groove_billed_Ani_207198.mp3,4,Groove billed Ani,207198,https://xeno-canto.org/207198
004.Groove_billed_Ani/Groove_billed_Ani_828081.mp3,4,Groove billed Ani,828081,https://xeno-canto.org/828081
004.Groove_billed_Ani/Groove_billed_Ani_502320.mp3,4,Groove billed Ani,502320,https://xeno-canto.org/502320
004.Groove_billed_Ani/Groove_billed_Ani_238209.mp3,4,Groove billed Ani,238209,https://xeno-canto.org/238209
004.Groove_billed_Ani/Groove_billed_Ani_488257.mp3,4,Groove billed Ani,488257,https://xeno-canto.org/488257
004.Groove_billed_Ani/Groove_billed_Ani_276858.mp3,4,Groove billed Ani,276858,https://xeno-canto.org/276858
004.Groove_billed_Ani/Groove_billed_Ani_264427.mp3,4,Groove billed Ani,264427,https://xeno-canto.org/264427
004.Groove_billed_Ani/Groove_billed_Ani_197645.mp3,4,Groove billed Ani,197645,https://xeno-canto.org/197645
004.Groove_billed_Ani/Groove_billed_Ani_238207.mp3,4,Groove billed Ani,238207,https://xeno-canto.org/238207
004.Groove_billed_Ani/Groove_billed_Ani_355949.mp3,4,Groove billed Ani,355949,https://xeno-canto.org/355949
004.Groove_billed_Ani/Groove_billed_Ani_351554.mp3,4,Groove billed Ani,351554,https://xeno-canto.org/351554
004.Groove_billed_Ani/Groove_billed_Ani_274950.mp3,4,Groove billed Ani,274950,https://xeno-canto.org/274950
004.Groove_billed_Ani/Groove_billed_Ani_767470.mp3,4,Groove billed Ani,767470,https://xeno-canto.org/767470
004.Groove_billed_Ani/Groove_billed_Ani_327560.mp3,4,Groove billed Ani,327560,https://xeno-canto.org/327560
004.Groove_billed_Ani/Groove_billed_Ani_257728.mp3,4,Groove billed Ani,257728,https://xeno-canto.org/257728
004.Groove_billed_Ani/Groove_billed_Ani_198386.mp3,4,Groove billed Ani,198386,https://xeno-canto.org/198386
004.Groove_billed_Ani/Groove_billed_Ani_265274.mp3,4,Groove billed Ani,265274,https://xeno-canto.org/265274
004.Groove_billed_Ani/Groove_billed_Ani_221793.mp3,4,Groove billed Ani,221793,https://xeno-canto.org/221793
004.Groove_billed_Ani/Groove_billed_Ani_623954.mp3,4,Groove billed Ani,623954,https://xeno-canto.org/623954
004.Groove_billed_Ani/Groove_billed_Ani_797323.mp3,4,Groove billed Ani,797323,https://xeno-canto.org/797323
004.Groove_billed_Ani/Groove_billed_Ani_568726.mp3,4,Groove billed Ani,568726,https://xeno-canto.org/568726
004.Groove_billed_Ani/Groove_billed_Ani_265387.mp3,4,Groove billed Ani,265387,https://xeno-canto.org/265387
004.Groove_billed_Ani/Groove_billed_Ani_412415.mp3,4,Groove billed Ani,412415,https://xeno-canto.org/412415
004.Groove_billed_Ani/Groove_billed_Ani_373385.mp3,4,Groove billed Ani,373385,https://xeno-canto.org/373385
004.Groove_billed_Ani/Groove_billed_Ani_7736.mp3,4,Groove billed Ani,7736,https://xeno-canto.org/7736
004.Groove_billed_Ani/Groove_billed_Ani_400201.mp3,4,Groove billed Ani,400201,https://xeno-canto.org/400201
004.Groove_billed_Ani/Groove_billed_Ani_372870.mp3,4,Groove billed Ani,372870,https://xeno-canto.org/372870
004.Groove_billed_Ani/Groove_billed_Ani_767445.mp3,4,Groove billed Ani,767445,https://xeno-canto.org/767445
004.Groove_billed_Ani/Groove_billed_Ani_678377.mp3,4,Groove billed Ani,678377,https://xeno-canto.org/678377
004.Groove_billed_Ani/Groove_billed_Ani_618484.mp3,4,Groove billed Ani,618484,https://xeno-canto.org/618484
005.Crested_Auklet/Crested_Auklet_106006.mp3,5,Crested Auklet,106006,https://xeno-canto.org/106006
005.Crested_Auklet/Crested_Auklet_106003.mp3,5,Crested Auklet,106003,https://xeno-canto.org/106003
005.Crested_Auklet/Crested_Auklet_105158.mp3,5,Crested Auklet,105158,https://xeno-canto.org/105158
005.Crested_Auklet/Crested_Auklet_106007.mp3,5,Crested Auklet,106007,https://xeno-canto.org/106007
005.Crested_Auklet/Crested_Auklet_461811041.mp3,5,Crested Auklet,461811041,https://macaulaylibrary.org/asset/461811041
005.Crested_Auklet/Crested_Auklet_191255201.mp3,5,Crested Auklet,191255201,https://macaulaylibrary.org/asset/191255201
005.Crested_Auklet/Crested_Auklet_163840311.mp3,5,Crested Auklet,163840311,https://macaulaylibrary.org/asset/163840311
005.Crested_Auklet/Crested_Auklet_620970096.mp3,5,Crested Auklet,620970096,https://macaulaylibrary.org/asset/620970096
005.Crested_Auklet/Crested_Auklet_191298751.mp3,5,Crested Auklet,191298751,https://macaulaylibrary.org/asset/191298751
005.Crested_Auklet/Crested_Auklet_191250731.mp3,5,Crested Auklet,191250731,https://macaulaylibrary.org/asset/191250731
005.Crested_Auklet/Crested_Auklet_239137.mp3,5,Crested Auklet,239137,https://macaulaylibrary.org/asset/239137
005.Crested_Auklet/Crested_Auklet_461811051.mp3,5,Crested Auklet,461811051,https://macaulaylibrary.org/asset/461811051
005.Crested_Auklet/Crested_Auklet_203956601.mp3,5,Crested Auklet,203956601,https://macaulaylibrary.org/asset/203956601
006.Least_Auklet/Least_Auklet_106001.mp3,6,Least Auklet,106001,https://xeno-canto.org/106001
006.Least_Auklet/Least_Auklet_101453.mp3,6,Least Auklet,101453,https://xeno-canto.org/101453
006.Least_Auklet/Least_Auklet_353693.mp3,6,Least Auklet,353693,https://xeno-canto.org/353693
006.Least_Auklet/Least_Auklet_352912.mp3,6,Least Auklet,352912,https://xeno-canto.org/352912
006.Least_Auklet/Least_Auklet_106002.mp3,6,Least Auklet,106002,https://xeno-canto.org/106002
006.Least_Auklet/Least_Auklet_104583.mp3,6,Least Auklet,104583,https://xeno-canto.org/104583
006.Least_Auklet/Least_Auklet_105222.mp3,6,Least Auklet,105222,https://xeno-canto.org/105222
006.Least_Auklet/Least_Auklet_352907.mp3,6,Least Auklet,352907,https://xeno-canto.org/352907
006.Least_Auklet/Least_Auklet_101451.mp3,6,Least Auklet,101451,https://xeno-canto.org/101451
006.Least_Auklet/Least_Auklet_416069.mp3,6,Least Auklet,416069,https://xeno-canto.org/416069
006.Least_Auklet/Least_Auklet_352908.mp3,6,Least Auklet,352908,https://xeno-canto.org/352908
007.Parakeet_Auklet/Parakeet_Auklet_352906.mp3,7,Parakeet Auklet,352906,https://xeno-canto.org/352906
007.Parakeet_Auklet/Parakeet_Auklet_860371.mp3,7,Parakeet Auklet,860371,https://xeno-canto.org/860371
007.Parakeet_Auklet/Parakeet_Auklet_101454.mp3,7,Parakeet Auklet,101454,https://xeno-canto.org/101454
007.Parakeet_Auklet/Parakeet_Auklet_352914.mp3,7,Parakeet Auklet,352914,https://xeno-canto.org/352914
007.Parakeet_Auklet/Parakeet_Auklet_101452.mp3,7,Parakeet Auklet,101452,https://xeno-canto.org/101452
007.Parakeet_Auklet/Parakeet_Auklet_352913.mp3,7,Parakeet Auklet,352913,https://xeno-canto.org/352913
008.Rhinoceros_Auklet/Rhinoceros_Auklet_915711.mp3,8,Rhinoceros Auklet,915711,https://xeno-canto.org/915711
008.Rhinoceros_Auklet/Rhinoceros_Auklet_110904.mp3,8,Rhinoceros Auklet,110904,https://macaulaylibrary.org/asset/110904
009.Brewer_Blackbird/Brewer_Blackbird_764039.mp3,9,Brewer Blackbird,764039,https://xeno-canto.org/764039
009.Brewer_Blackbird/Brewer_Blackbird_159781.mp3,9,Brewer Blackbird,159781,https://xeno-canto.org/159781
009.Brewer_Blackbird/Brewer_Blackbird_205758.mp3,9,Brewer Blackbird,205758,https://xeno-canto.org/205758
009.Brewer_Blackbird/Brewer_Blackbird_661692.mp3,9,Brewer Blackbird,661692,https://xeno-canto.org/661692
009.Brewer_Blackbird/Brewer_Blackbird_749858.mp3,9,Brewer Blackbird,749858,https://xeno-canto.org/749858
009.Brewer_Blackbird/Brewer_Blackbird_167901.mp3,9,Brewer Blackbird,167901,https://xeno-canto.org/167901
009.Brewer_Blackbird/Brewer_Blackbird_384954.mp3,9,Brewer Blackbird,384954,https://xeno-canto.org/384954
009.Brewer_Blackbird/Brewer_Blackbird_408607.mp3,9,Brewer Blackbird,408607,https://xeno-canto.org/408607
009.Brewer_Blackbird/Brewer_Blackbird_104520.mp3,9,Brewer Blackbird,104520,https://xeno-canto.org/104520
009.Brewer_Blackbird/Brewer_Blackbird_14187.mp3,9,Brewer Blackbird,14187,https://xeno-canto.org/14187
009.Brewer_Blackbird/Brewer_Blackbird_160351.mp3,9,Brewer Blackbird,160351,https://xeno-canto.org/160351
009.Brewer_Blackbird/Brewer_Blackbird_481215.mp3,9,Brewer Blackbird,481215,https://xeno-canto.org/481215
009.Brewer_Blackbird/Brewer_Blackbird_356754.mp3,9,Brewer Blackbird,356754,https://xeno-canto.org/356754
009.Brewer_Blackbird/Brewer_Blackbird_358844.mp3,9,Brewer Blackbird,358844,https://xeno-canto.org/358844
009.Brewer_Blackbird/Brewer_Blackbird_377880.mp3,9,Brewer Blackbird,377880,https://xeno-canto.org/377880
009.Brewer_Blackbird/Brewer_Blackbird_139598.mp3,9,Brewer Blackbird,139598,https://xeno-canto.org/139598
009.Brewer_Blackbird/Brewer_Blackbird_54884.mp3,9,Brewer Blackbird,54884,https://xeno-canto.org/54884
009.Brewer_Blackbird/Brewer_Blackbird_356752.mp3,9,Brewer Blackbird,356752,https://xeno-canto.org/356752
009.Brewer_Blackbird/Brewer_Blackbird_198286.mp3,9,Brewer Blackbird,198286,https://xeno-canto.org/198286
009.Brewer_Blackbird/Brewer_Blackbird_408279.mp3,9,Brewer Blackbird,408279,https://xeno-canto.org/408279
009.Brewer_Blackbird/Brewer_Blackbird_312529.mp3,9,Brewer Blackbird,312529,https://xeno-canto.org/312529
009.Brewer_Blackbird/Brewer_Blackbird_82046.mp3,9,Brewer Blackbird,82046,https://xeno-canto.org/82046
009.Brewer_Blackbird/Brewer_Blackbird_33225.mp3,9,Brewer Blackbird,33225,https://xeno-canto.org/33225
009.Brewer_Blackbird/Brewer_Blackbird_104521.mp3,9,Brewer Blackbird,104521,https://xeno-canto.org/104521
009.Brewer_Blackbird/Brewer_Blackbird_319246.mp3,9,Brewer Blackbird,319246,https://xeno-canto.org/319246
009.Brewer_Blackbird/Brewer_Blackbird_352292.mp3,9,Brewer Blackbird,352292,https://xeno-canto.org/352292
009.Brewer_Blackbird/Brewer_Blackbird_186654.mp3,9,Brewer Blackbird,186654,https://xeno-canto.org/186654
009.Brewer_Blackbird/Brewer_Blackbird_482279.mp3,9,Brewer Blackbird,482279,https://xeno-canto.org/482279
009.Brewer_Blackbird/Brewer_Blackbird_160322.mp3,9,Brewer Blackbird,160322,https://xeno-canto.org/160322
009.Brewer_Blackbird/Brewer_Blackbird_286863.mp3,9,Brewer Blackbird,286863,https://xeno-canto.org/286863
009.Brewer_Blackbird/Brewer_Blackbird_611821.mp3,9,Brewer Blackbird,611821,https://xeno-canto.org/611821
009.Brewer_Blackbird/Brewer_Blackbird_167903.mp3,9,Brewer Blackbird,167903,https://xeno-canto.org/167903
009.Brewer_Blackbird/Brewer_Blackbird_350052.mp3,9,Brewer Blackbird,350052,https://xeno-canto.org/350052
009.Brewer_Blackbird/Brewer_Blackbird_35959.mp3,9,Brewer Blackbird,35959,https://xeno-canto.org/35959
009.Brewer_Blackbird/Brewer_Blackbird_363344.mp3,9,Brewer Blackbird,363344,https://xeno-canto.org/363344
009.Brewer_Blackbird/Brewer_Blackbird_817983.mp3,9,Brewer Blackbird,817983,https://xeno-canto.org/817983
009.Brewer_Blackbird/Brewer_Blackbird_749022.mp3,9,Brewer Blackbird,749022,https://xeno-canto.org/749022
009.Brewer_Blackbird/Brewer_Blackbird_149345.mp3,9,Brewer Blackbird,149345,https://xeno-canto.org/149345
009.Brewer_Blackbird/Brewer_Blackbird_325225.mp3,9,Brewer Blackbird,325225,https://xeno-canto.org/325225
009.Brewer_Blackbird/Brewer_Blackbird_408608.mp3,9,Brewer Blackbird,408608,https://xeno-canto.org/408608
009.Brewer_Blackbird/Brewer_Blackbird_482018.mp3,9,Brewer Blackbird,482018,https://xeno-canto.org/482018
009.Brewer_Blackbird/Brewer_Blackbird_1078018.mp3,9,Brewer Blackbird,1078018,https://xeno-canto.org/1078018
009.Brewer_Blackbird/Brewer_Blackbird_30587.mp3,9,Brewer Blackbird,30587,https://xeno-canto.org/30587
009.Brewer_Blackbird/Brewer_Blackbird_714444.mp3,9,Brewer Blackbird,714444,https://xeno-canto.org/714444
009.Brewer_Blackbird/Brewer_Blackbird_159782.mp3,9,Brewer Blackbird,159782,https://xeno-canto.org/159782
009.Brewer_Blackbird/Brewer_Blackbird_352025.mp3,9,Brewer Blackbird,352025,https://xeno-canto.org/352025
009.Brewer_Blackbird/Brewer_Blackbird_186652.mp3,9,Brewer Blackbird,186652,https://xeno-canto.org/186652
009.Brewer_Blackbird/Brewer_Blackbird_1040465.mp3,9,Brewer Blackbird,1040465,https://xeno-canto.org/1040465
009.Brewer_Blackbird/Brewer_Blackbird_691791.mp3,9,Brewer Blackbird,691791,https://xeno-canto.org/691791
009.Brewer_Blackbird/Brewer_Blackbird_167902.mp3,9,Brewer Blackbird,167902,https://xeno-canto.org/167902
010.Red_winged_Blackbird/Red_winged_Blackbird_1014476.mp3,10,Red winged Blackbird,1014476,https://xeno-canto.org/1014476
010.Red_winged_Blackbird/Red_winged_Blackbird_899559.mp3,10,Red winged Blackbird,899559,https://xeno-canto.org/899559
010.Red_winged_Blackbird/Red_winged_Blackbird_1004470.mp3,10,Red winged Blackbird,1004470,https://xeno-canto.org/1004470
010.Red_winged_Blackbird/Red_winged_Blackbird_1063253.mp3,10,Red winged Blackbird,1063253,https://xeno-canto.org/1063253
010.Red_winged_Blackbird/Red_winged_Blackbird_957293.mp3,10,Red winged Blackbird,957293,https://xeno-canto.org/957293
010.Red_winged_Blackbird/Red_winged_Blackbird_1033286.mp3,10,Red winged Blackbird,1033286,https://xeno-canto.org/1033286
010.Red_winged_Blackbird/Red_winged_Blackbird_893204.mp3,10,Red winged Blackbird,893204,https://xeno-canto.org/893204
010.Red_winged_Blackbird/Red_winged_Blackbird_1006769.mp3,10,Red winged Blackbird,1006769,https://xeno-canto.org/1006769
010.Red_winged_Blackbird/Red_winged_Blackbird_992455.mp3,10,Red winged Blackbird,992455,https://xeno-canto.org/992455
010.Red_winged_Blackbird/Red_winged_Blackbird_1029618.mp3,10,Red winged Blackbird,1029618,https://xeno-canto.org/1029618
010.Red_winged_Blackbird/Red_winged_Blackbird_1013361.mp3,10,Red winged Blackbird,1013361,https://xeno-canto.org/1013361
010.Red_winged_Blackbird/Red_winged_Blackbird_902490.mp3,10,Red winged Blackbird,902490,https://xeno-canto.org/902490
010.Red_winged_Blackbird/Red_winged_Blackbird_872175.mp3,10,Red winged Blackbird,872175,https://xeno-canto.org/872175
010.Red_winged_Blackbird/Red_winged_Blackbird_899561.mp3,10,Red winged Blackbird,899561,https://xeno-canto.org/899561
010.Red_winged_Blackbird/Red_winged_Blackbird_1012767.mp3,10,Red winged Blackbird,1012767,https://xeno-canto.org/1012767
010.Red_winged_Blackbird/Red_winged_Blackbird_1006768.mp3,10,Red winged Blackbird,1006768,https://xeno-canto.org/1006768
010.Red_winged_Blackbird/Red_winged_Blackbird_1013222.mp3,10,Red winged Blackbird,1013222,https://xeno-canto.org/1013222
010.Red_winged_Blackbird/Red_winged_Blackbird_1012766.mp3,10,Red winged Blackbird,1012766,https://xeno-canto.org/1012766
010.Red_winged_Blackbird/Red_winged_Blackbird_1029613.mp3,10,Red winged Blackbird,1029613,https://xeno-canto.org/1029613
010.Red_winged_Blackbird/Red_winged_Blackbird_872180.mp3,10,Red winged Blackbird,872180,https://xeno-canto.org/872180
010.Red_winged_Blackbird/Red_winged_Blackbird_900782.mp3,10,Red winged Blackbird,900782,https://xeno-canto.org/900782
010.Red_winged_Blackbird/Red_winged_Blackbird_989810.mp3,10,Red winged Blackbird,989810,https://xeno-canto.org/989810
010.Red_winged_Blackbird/Red_winged_Blackbird_1012920.mp3,10,Red winged Blackbird,1012920,https://xeno-canto.org/1012920
010.Red_winged_Blackbird/Red_winged_Blackbird_1021388.mp3,10,Red winged Blackbird,1021388,https://xeno-canto.org/1021388
010.Red_winged_Blackbird/Red_winged_Blackbird_1013363.mp3,10,Red winged Blackbird,1013363,https://xeno-canto.org/1013363
010.Red_winged_Blackbird/Red_winged_Blackbird_904805.mp3,10,Red winged Blackbird,904805,https://xeno-canto.org/904805
010.Red_winged_Blackbird/Red_winged_Blackbird_1017865.mp3,10,Red winged Blackbird,1017865,https://xeno-canto.org/1017865
010.Red_winged_Blackbird/Red_winged_Blackbird_1013047.mp3,10,Red winged Blackbird,1013047,https://xeno-canto.org/1013047
010.Red_winged_Blackbird/Red_winged_Blackbird_1012439.mp3,10,Red winged Blackbird,1012439,https://xeno-canto.org/1012439
010.Red_winged_Blackbird/Red_winged_Blackbird_924016.mp3,10,Red winged Blackbird,924016,https://xeno-canto.org/924016
